Condition,Fluxes
WT,0.0867779333739811
WT,0.086773437867623
WT,0.0867753634564171
WT,0.086777366584662
WT,0.0867831299631351
WT,0.0867995497291945
WT,0.0867742065044415
WT,0.0867757261351319
WT,0.0867813341471242
WT,0.0867735585469387
WT,0.0867754555985684
WT,0.0867860966261363
WT,0.0867739731208532
WT,0.086774190306737
WT,0.0867741273419787
WT,0.0867750420562954
WT,0.0867781661116445
WT,0.0867757235263571
WT,0.0867783914614834
WT,0.0867847890993273
WT,0.0867781200462388
WT,0.0867730865107263
WT,0.0867745110777907
WT,0.0867797833594715
WT,0.0867760714587831
WT,0.0868025839154748
WT,0.0867730514073481
WT,0.0867849236799419
WT,0.0867887700374918
WT,0.0867736551101557
WT,0.0867751579003168
WT,0.0867768126714193
WT,0.0867735900711522
WT,0.0867777169830424
WT,0.0867781939885965
WT,0.0867778546875692
WT,0.0867817520250804
WT,0.0867751335279696
WT,0.0867769162135749
WT,0.0867976034753703
WT,0.0867768322974362
WT,0.0867757886732157
WT,0.0868143118537618
WT,0.0868098801291902
WT,0.0867780972613186
WT,0.0867751022491857
WT,0.0867784822425715
WT,0.0867755925045424
WT,0.0867878188156245
WT,0.0867734655263046
WT,0.0867784884358982
WT,0.0867747571237643
WT,0.0867875536371581
WT,0.086872930203693
WT,0.0867802131508846
WT,0.0867949517305105
WT,0.0867735884313586
WT,0.0867914322860074
WT,0.0867795257681109
WT,0.0867769576178534
WT,0.0867854176187977
WT,0.0867781408044858
WT,0.0867798351250887
WT,0.0867741035555596
WT,0.0867746700866877
WT,0.0867980516193039
WT,0.0867732915821938
WT,0.0867871688275825
WT,0.0867869852355339
WT,0.0867753538363975
WT,0.0867798078677474
WT,0.0867760139351338
WT,0.0867785205905702
WT,0.086773886157897
WT,0.0868122349943556
WT,0.0867756786064525
WT,0.0867923191338602
WT,0.0867765154337787
WT,0.0867837942796872
WT,0.0867985531120632
WT,0.0867790264870611
WT,0.086787742916333
WT,0.0867737674569771
WT,0.0867738099936581
WT,0.0867741957712262
WT,0.0867734422013241
WT,0.086796597483052
WT,0.0867737863965987
WT,0.0867761169761291
WT,0.0867740926644499
WT,0.0867915259025517
WT,0.0867906523187224
WT,0.0867765441424488
WT,0.0867783870653818
WT,0.0867777708543331
WT,0.0867737739253657
WT,0.0867731777788522
WT,0.0868002941746296
WT,0.086777029015448
WT,0.0867741313988778
WT,0.0867811415484563
WT,0.0867858305827318
WT,0.0867732450721447
WT,0.0867767927851854
WT,0.0867737408782051
WT,0.0867812420676008
WT,0.0867783645381533
WT,0.0867771562643246
WT,0.0868036666334566
WT,0.0867772648343637
WT,0.0867810550225107
WT,0.0867747334908632
WT,0.086785907085674
WT,0.0867861253439643
WT,0.0867865998112133
WT,0.086787434238058
WT,0.0867867430329155
WT,0.086776538700857
WT,0.0867732780444784
WT,0.0867772293602627
WT,0.0867987366697758
WT,0.0867794584662595
WT,0.0867760652752176
WT,0.0867775377100455
WT,0.0867806235002535
WT,0.0868145621255073
WT,0.0867792396024873
WT,0.086784210067133
WT,0.0867848210009455
WT,0.0867795224763342
WT,0.0867759934179395
WT,0.0867773006676616
WT,0.0867765281624
WT,0.086780142389563
WT,0.0867735508462752
WT,0.0868211937306192
WT,0.0867837488332577
WT,0.0867876798215264
WT,0.0867742979037443
WT,0.086774481696882
WT,0.08686406280687
WT,0.0868110775515658
WT,0.0867789045024263
WT,0.0867754228926537
WT,0.0867770566826063
WT,0.0867843345331279
WT,0.0867743566949668
WT,0.0867848657986521
WT,0.0867775164833573
WT,0.0867917832203107
WT,0.0868222859993799
WT,0.086776574749966
WT,0.086810514359085
WT,0.0867870451238654
WT,0.0867932462195416
WT,0.0867752282670368
WT,0.0867793441724117
WT,0.0867799010854438
WT,0.0867955099171898
WT,0.0867861268315137
WT,0.0867739942560293
WT,0.0868041735389882
WT,0.08678019561352
WT,0.0868392910182759
WT,0.0867908515405165
WT,0.0867786171313941
WT,0.0868015836529291
WT,0.0867744808421134
WT,0.0867854878015314
WT,0.0867746384387447
WT,0.0867748358546566
WT,0.086780331381876
WT,0.0867938515426288
WT,0.0867929374466893
WT,0.086775909511147
WT,0.0867759224320285
WT,0.0867812343101074
WT,0.08681407336093
WT,0.086773773663207
WT,0.0867830228322253
WT,0.0868182961228792
WT,0.0867753712456916
WT,0.0868190110253417
WT,0.0867975117333801
WT,0.0867973061652226
WT,0.0867911589576448
WT,0.0867772741793467
WT,0.0867735255373659
WT,0.0867740738352013
WT,0.0867992843999541
WT,0.086782268515439
WT,0.0867748985817405
WT,0.0867763986632957
WT,0.0867761788309872
WT,0.0867770642450565
WT,0.0867883349283166
WT,0.0867761987212485
WT,0.0867751904644786
WT,0.0867793491697222
WT,0.0867745780409876
WT,0.0867841668036042
WT,0.0867975833081595
WT,0.0868241304524971
WT,0.0867767433899958
WT,0.0867830647912528
WT,0.0867846088611371
WT,0.0867810065110526
WT,0.086778176605684
WT,0.0867842094733341
WT,0.0867961135601907
WT,0.0867822614259029
WT,0.0867744727225484
WT,0.0867803831670638
WT,0.0867758020471607
WT,0.0867749357475165
WT,0.0867823427648634
WT,0.0867736885056467
WT,0.0867734343154104
